source,category,subcategory,scope,text_en,text_zh,preview,extra_id
gwliang,action,人物,normal,figure four sitting,二郎腿,,
gwliang,action,人物,normal,finger counting,用手指比数字,,
gwliang,action,人物,normal,finger frame,用手指作相框,,
gwliang,action,人物,normal,finger gun,手枪手势,,
gwliang,action,人物,normal,finger heart,双指比心,,
gwliang,action,人物,normal,fingering through clothes,手指隔着衣物摸来摸去,,
gwliang,action,人物,normal,fist bump,碰拳,,
gwliang,action,人物,normal,fist in hand,抱拳,,
gwliang,action,人物,normal,flapping,拍打动作,,
gwliang,action,人物,normal,folded,抬腿露阴,,
gwliang,action,人物,normal,fox shadow puppet,狐狸手势,,
gwliang,action,人物,normal,full scorpion,头扑倒在地,,
gwliang,action,人物,normal,glomp,热情的拥抱/扑上来抱住,,
gwliang,action,人物,normal,hair flip,拨头发,,
gwliang,action,人物,normal,hair tucking,撩头发,,
gwliang,action,人物,normal,hair twirling,手指卷着头发,,
gwliang,action,人物,normal,hand between legs,手放在两腿之间,,
gwliang,action,人物,normal,hand glasses,用手比作眼镜,,
gwliang,action,人物,normal,hand in hair,手埋在头发里,,
gwliang,action,人物,normal,hand in panties,手伸进内裤里,,
gwliang,action,人物,normal,hand in pocket,手插在口袋里,,
gwliang,action,人物,normal,hand on another's,手接触到对方的脸,,
gwliang,action,人物,normal,hand on another's cheek,手摸着对方的脸颊,,
gwliang,action,人物,normal,hand on another's chest,手放在对方的胸前,,
gwliang,action,人物,normal,hand on another's chin,手托着对方的下巴,,
gwliang,action,人物,normal,hand on another's face,手接触到对方的脸,,
gwliang,action,人物,normal,hand on another's hand,手放在对方的手上,,
gwliang,action,人物,normal,hand on another's head,手放在对方的头上,,
gwliang,action,人物,normal,hand on another's neck,手放在他人的脖子上,,
gwliang,action,人物,normal,hand on another's shoulder,手放在对方的肩上,,
gwliang,action,人物,normal,hand on another's stomach,手放在对方的肚子上,,
gwliang,action,人物,normal,hand on ear,手放在耳朵上,,
gwliang,action,人物,normal,hand on headwear,手触碰帽子,,
gwliang,action,人物,normal,hand on own ass,把手放在自己的臀部,,
gwliang,action,人物,normal,hand on own cheek,把手放在自己的脸颊上,,
gwliang,action,人物,normal,hand on own face,把手放在自己脸上,,
gwliang,action,人物,normal,hand on own forehead,手放在自己前额,,
gwliang,action,人物,normal,hand on own head,手放在自己头上,,
gwliang,action,人物,normal,hand on own knee,手放在自己的膝盖上,,
gwliang,action,人物,normal,hand on own neck,把手放在自己的脖子上,,
gwliang,action,人物,normal,hand on own shoulder,手放在自己的肩上,,
gwliang,action,人物,normal,hand on own stomach,把手放在自己的肚子上,,
gwliang,action,人物,normal,hand to own mouth,手朝向自己嘴,,
gwliang,action,人物,normal,hands in pockets,双手插在兜里,,
gwliang,action,人物,normal,hands on another's breast,手放在另一人的胸前,,
gwliang,action,人物,normal,hands on another's face,双手放在别人的脸上,,
gwliang,action,人物,normal,hands on ass,双手放在屁股上,,
gwliang,action,人物,normal,hands on feet,双手放在脚上,,
gwliang,action,人物,normal,hands on hips,双手叉腰,,
gwliang,action,人物,normal,hands on own face,双手放在自己的脸上,,
gwliang,action,人物,normal,hands on own knees,双手放在自己的膝盖上,,
gwliang,action,人物,normal,handstand,用手倒立,,
gwliang,action,人物,normal,hat tip,捏着帽檐,,
gwliang,action,人物,normal,head back,弓背高潮,,
gwliang,action,人物,normal,head down,低着头,,
gwliang,action,人物,normal,head rest,枕着头/托着头,,
gwliang,action,人物,normal,headstand,用头倒立,,
gwliang,action,人物,normal,heart arms,手臂摆出心的姿势,,
gwliang,action,人物,normal,heart hands,双手比心,,
gwliang,action,人物,normal,heart hands duo,两个人一起用手比心,,
gwliang,action,人物,normal,heart hands trio,三个人用手比心,,
gwliang,action,人物,normal,heart tail,心形尾巴/心形尾尖/尾巴摆出心形,,
gwliang,action,人物,normal,heart tail duo,两人尾巴摆出心形,,
gwliang,action,人物,normal,high five,击掌庆祝,,
gwliang,action,人物,normal,holding arrow,拉着弓,,
gwliang,action,人物,normal,holding eyewear,拿着眼镜/正在摘眼镜,,
gwliang,action,人物,normal,holding flower,拿着花,,
gwliang,action,人物,normal,holding hands,牵手,,
gwliang,action,人物,normal,holding strap,手拉着吊带,,
gwliang,action,人物,normal,holding syringe,手持注射器,,
gwliang,action,人物,normal,holding whip,握着鞭子,,
gwliang,action,人物,normal,horns pose,用手比作角,,
gwliang,action,人物,normal,hugging own legs,抱腿,,
gwliang,action,人物,normal,humpbacked,驼背,,
gwliang,action,人物,normal,index finger raised,食指抬起,,
gwliang,action,人物,normal,indian style,盘腿,,
gwliang,action,人物,normal,inward v,反向比 V,,
gwliang,action,人物,normal,jumping,跳跃,,
gwliang,action,人物,normal,kamina pose,抬高手臂向上指,,
gwliang,action,人物,normal,kimono lift,掀起和服,,
gwliang,action,人物,normal,kimono pull,剥开和服,,
gwliang,action,人物,normal,kissing neck,亲吻脖子,,
gwliang,action,人物,normal,knees to chest,膝盖顶到胸部,,
gwliang,action,人物,normal,kuji-in,九字印,,
gwliang,action,人物,normal,leaning,倚靠/身体倾斜,,
gwliang,action,人物,normal,leaning back,身体往后靠,,
gwliang,action,人物,normal,leaning to the side,向一侧倾斜身体,,
gwliang,action,人物,normal,leg lift,抬一只脚,,
gwliang,action,人物,normal,leg up,抬起腿,,
gwliang,action,人物,normal,legs apart,两腿分开,,
gwliang,action,人物,normal,legs over head,双腿抬过头,,
gwliang,action,人物,normal,legs up,抬两只脚,,
gwliang,action,人物,normal,lifted by another,被对方掀起衣物,,
gwliang,action,人物,normal,lifted by self,掀起自己的衣物,,
gwliang,action,人物,normal,lotus position,结跏趺坐,,
gwliang,action,人物,normal,lying,躺着,,
gwliang,action,人物,normal,middle finger,比出中指,,
gwliang,action,人物,normal,middle w,3 手势,,
gwliang,action,人物,normal,money gesture,金钱手势,,
gwliang,action,人物,normal,neck biting,咬脖子,,
gwliang,action,人物,normal,necking,缩颈,,
gwliang,action,人物,normal,necktie grab,抓着领带,,
gwliang,action,人物,normal,noogie,双拳挤头,,
gwliang,action,人物,normal,ohikaenasutte,要求自我介绍,,
gwliang,action,人物,normal,ok sign,OK手势,,
gwliang,action,人物,normal,on back,仰躺,,
gwliang,action,人物,normal,on side,侧卧,,
gwliang,action,人物,normal,on stomach,趴着,,
gwliang,action,人物,normal,one knee,单膝跪,,
gwliang,action,人物,normal,open dress,分开裙子,,
gwliang,action,人物,normal,open hand,张开的手,,
gwliang,action,人物,normal,orchid fingers,兰花指,,
gwliang,action,人物,normal,outstretched arm,伸出单臂,,
gwliang,action,人物,normal,outstretched arms,伸出双臂,,
gwliang,action,人物,normal,outstretched hand,伸出手,,
gwliang,action,人物,normal,outstretched leg,腿部伸展,,
gwliang,action,人物,normal,own hands clasped,握住自己的双手,,
gwliang,action,人物,normal,own hands together,双手合十,,
gwliang,action,人物,normal,palm,以手掩面,,
gwliang,action,人物,normal,palm-fist greeting,拱手礼,,
gwliang,action,人物,normal,palm-fist tap,拳头拍手掌/有主意了,,
gwliang,action,人物,normal,paw pose,爪子姿势,,
gwliang,action,人物,normal,pigeon pose,鸽子姿势,,
gwliang,action,人物,normal,pinky out,伸出小拇指,,
gwliang,action,人物,normal,pinky swear,勾指起誓,,
gwliang,action,人物,normal,pointing,用手指着,,
gwliang,action,人物,normal,pointing at self,指着自己,,
gwliang,action,人物,normal,pointing at viewer,指向看图的人,,
gwliang,action,人物,normal,pointing down,指向下方,,
gwliang,action,人物,normal,pointing forward,指向前方,,
gwliang,action,人物,normal,pointing up,向上指,,
gwliang,action,人物,normal,power fist,力量手套,,
gwliang,action,人物,normal,presenting armpit,展示腋窝,,
gwliang,action,人物,normal,presenting panties,展示内裤,,
gwliang,action,人物,normal,princess carry,公主抱,,
gwliang,action,人物,normal,prostration,失意体前屈/Orz,,
gwliang,action,人物,normal,raised fist,举起的拳头,,
gwliang,action,人物,normal,reaching,伸手触及,,
gwliang,action,人物,normal,reclining,斜倒斜躺姿势,,
gwliang,action,人物,normal,rubbing eyes,揉眼睛,,
gwliang,action,人物,normal,saturday night fever,叉腰向上指 (舞蹈),,
gwliang,action,人物,normal,scorpion pose,蝎子姿势,,
gwliang,action,人物,normal,shading eyes,遮阳手势,,
gwliang,action,人物,normal,shadow puppet,用手模仿其他物件/皮影戏,,
gwliang,action,人物,normal,shaka sign,沙卡手势,,
gwliang,action,人物,normal,shared food,共享食物/用嘴递食物,,
gwliang,action,人物,normal,sheet grab,抓着床单,,
gwliang,action,人物,normal,shocker (gesture),爽歪歪 (手势),,
gwliang,action,人物,normal,shoujo kitou-chuu,少女祈祷中,,
gwliang,action,人物,normal,shrugging,耸肩,,
gwliang,action,人物,normal,sitting on lap,坐在大腿上,,
gwliang,action,人物,normal,sitting on person,坐在人身上,,
gwliang,action,人物,normal,skirt lift,掀起裙子,,
gwliang,action,人物,normal,skirt pull,拉开裙子,,
gwliang,action,人物,normal,slit throat (gesture),割喉手势,,
gwliang,action,人物,normal,slouching,伛,,
gwliang,action,人物,normal,smelling flower,闻花,,
gwliang,action,人物,normal,split,分开,,
gwliang,action,人物,normal,spread arms,张开双臂,,
gwliang,action,人物,normal,spread fingers,张开手指,,
gwliang,action,人物,normal,standing,站立的,,
gwliang,action,人物,normal,standing on one leg,单腿站立,,
gwliang,action,人物,normal,standing split,站立劈叉/站立高抬腿,,
gwliang,action,人物,normal,steepled fingers,指尖抵着指间,,
gwliang,action,人物,normal,stretching,伸懒腰,,
gwliang,action,人物,normal,stroking own chin,扶颏冥想,,
gwliang,action,人物,normal,superhero landing,三点着地,,
gwliang,action,人物,normal,talking on phone,打电话,,
gwliang,action,人物,normal,the pose,趴在地上并翘起脚,,
gwliang,action,人物,normal,thigh straddling,大腿跨骑,,
gwliang,action,人物,normal,through clothes,隔着衣物爱抚,,
gwliang,action,人物,normal,thumbs down,大拇指向下,,
gwliang,action,人物,normal,thumbs up,翘大拇指,,
gwliang,action,人物,normal,toe-point,趾尖/脚尖,,
gwliang,action,人物,normal,top-down bottom-up,趴着翘臀,,
gwliang,action,人物,normal,tsuki ni kawatte oshioki yo,代表月亮消灭你,,
gwliang,action,人物,normal,twisted torso,躯干夸张地扭曲,,
gwliang,action,人物,normal,two-finger salute,二指敬禮,,
gwliang,action,人物,normal,tying,打结(动作),,
gwliang,action,人物,normal,undressing,脱衣服中,,
gwliang,action,人物,normal,upright straddle,对坐体位,,
gwliang,action,人物,normal,v over eye,在眼边比剪刀手,,
gwliang,action,人物,normal,v over mouth,手指比 V 放在手上,,
gwliang,action,人物,normal,victory pose,胜利手势,,
gwliang,action,人物,normal,vulcan salute,瓦肯举手礼,,
gwliang,action,人物,normal,w,手指比 W,,
gwliang,action,人物,normal,wallwalking,走在墙顶上,,
gwliang,action,人物,normal,wariza,割坐,,
gwliang,action,人物,normal,watson cross,双腿交叉站姿,,
gwliang,action,人物,normal,yawning,打哈欠,,
gwliang,action,人物,normal,yoga,瑜伽,,
gwliang,action,人物,normal,zombie pose,僵尸姿势,,
gwliang,action,头发相关,normal,adjusting hair,调整头发,,
gwliang,action,头发相关,normal,brushing hair,梳头,,
gwliang,action,头发相关,normal,grabbing another's hair,抓别人的头发,,
gwliang,action,头发相关,normal,hair blowing,吹头发,,
gwliang,action,头发相关,normal,hand in own hair,手牵自己的头发,,
gwliang,action,头发相关,normal,hands in hair,手在头发,,
gwliang,action,头发相关,normal,holding hair,握头发,,
gwliang,action,头发相关,normal,tying hair,扎头发,,
gwliang,action,头发相关,normal,washing hair,洗头,,
gwliang,action,摆位,normal,ass focus,臀部焦点,,
gwliang,action,摆位,normal,back focus,背景焦点,,
gwliang,action,摆位,normal,cropped arms,手臂出框,,
gwliang,action,摆位,normal,cropped legs,腿部出框,,
gwliang,action,摆位,normal,cropped shoulders,肩膀出框,,
gwliang,action,摆位,normal,cropped torso,躯干出框,,
gwliang,action,摆位,normal,cropped torso upper body,上半身出框,,
gwliang,action,摆位,normal,eye contact,对视,,
gwliang,action,摆位,normal,facing away,背对,,
gwliang,action,摆位,normal,facing viewer,面对观众,,
gwliang,action,摆位,normal,female pov,女性视角,,
gwliang,action,摆位,normal,foot focus,足部焦点,,
gwliang,action,摆位,normal,full body,全身,,
gwliang,action,摆位,normal,looking afar,远眺,,
gwliang,action,摆位,normal,looking at another,盯着另一人,,
gwliang,action,摆位,normal,looking at phone,看手机,,
gwliang,action,摆位,normal,looking at viewer,看向阅图者,,
gwliang,action,摆位,normal,looking away,移开视线,,
gwliang,action,摆位,normal,looking to the side,看向侧面,,
gwliang,action,摆位,normal,lower body,下半身,,
gwliang,action,摆位,normal,peeping,偷窥(强调视角),,
gwliang,action,摆位,normal,portrait,半身像,,
gwliang,action,摆位,normal,pov crotch,看向裤裆的视角,,
gwliang,action,摆位,normal,pov hands,手伸来方向的视角,,
gwliang,action,摆位,normal,profile,侧脸,,
gwliang,action,摆位,normal,selfiemirror,自拍镜,,
gwliang,action,摆位,normal,sideways glance,轻轻向侧面瞥,,
gwliang,action,摆位,normal,solo focus,单人焦点,,
gwliang,action,摆位,normal,staring,盯着看,,
gwliang,action,摆位,normal,straight-on,正脸,,
gwliang,action,摆位,normal,taking picture,拍照/自拍,,
gwliang,action,摆位,normal,upper body,上半身,,
gwliang,action,摆位,normal,upshirt,从衬衫下方瞥,,
gwliang,action,摆位,normal,upshorts,从裙底瞥,,
gwliang,action,摆位,normal,upskirt,从人的下方往上瞥,,
gwliang,action,人物,r18,caressing testicles,爱抚睾丸,,
gwliang,action,人物,r18,cunnilingus gesture,舔阴手势,,
gwliang,action,人物,r18,dress pull,剥下裙子露出胸口,,
gwliang,action,人物,r18,fellatio gesture,口交手势,,
gwliang,action,人物,r18,guided breast grab,把对方的手抓过来摸自己的胸,,
gwliang,action,人物,r18,handjob gesture,手冲手势,,
gwliang,action,人物,r18,holding condom,拿着避孕套,,
gwliang,action,人物,r18,holding panties,拿着内裤,,
gwliang,action,人物,r18,holding underwear,手持内衣,,
gwliang,action,人物,r18,penetration gesture,插入手势/做爱示意,,
gwliang,action,人物,r18,straight-arm salute,直臂敬礼/纳粹式敬礼,,
gwliang,action,摆位,r18,looking at breasts,瞄着乳房,,
gwliang,action,摆位,r18,looking at penis,看着阴茎,,
gwliang,clothes,default,normal,sailor collar,领子,,
gwliang,clothes,default,normal, bikini top only ,上身比基尼,,
gwliang,clothes,default,normal, bikini under clothes,比基尼内衣,,
gwliang,clothes,default,normal,Sailor dress,水手连衣裙,,
gwliang,clothes,default,normal,Sukumizu,死库水,,
gwliang,clothes,default,normal,apron,围裙,,
gwliang,clothes,default,normal,aqua dress,水色连衣裙,,
gwliang,clothes,default,normal,argyle dress,钻石图案的裙子,,
gwliang,clothes,default,normal,armored dress,战甲裙,,
gwliang,clothes,default,normal,athletic leotard,体操服,,
gwliang,clothes,default,normal,babydoll,透明睡衣,,
gwliang,clothes,default,normal,backless dress,露背连衣裙,,
gwliang,clothes,default,normal,backless outfit,露背装,,
gwliang,clothes,default,normal,bandeau,抹胸比基尼,,
gwliang,clothes,default,normal,bare_legs,裸足,,
gwliang,clothes,default,normal,bare_shoulders,露双肩,,
gwliang,clothes,default,normal,barefoot,赤脚,,
gwliang,clothes,default,normal,baseball uniform,棒球服,,
gwliang,clothes,default,normal,belt,腰带,,
gwliang,clothes,default,normal,bike_shorts,自行车短裤,,
gwliang,clothes,default,normal,biker clothes,自行车运动服,,
gwliang,clothes,default,normal,bikesuit,骑行套装,,
gwliang,clothes,default,normal,bikini,比基尼（前加颜色）,,
gwliang,clothes,default,normal,bikini armor,比基尼盔甲,,
gwliang,clothes,default,normal,bikini aside,从三点剥开的比基尼,,
gwliang,clothes,default,normal,bikini lift,往上剥开的比基尼,,
gwliang,clothes,default,normal,bikini skirt,比基尼裙,,
gwliang,clothes,default,normal,bikini under clothes,比基尼当内衣,,
gwliang,clothes,default,normal,bikini_top,比基尼乳罩,,
gwliang,clothes,default,normal,black dress,黑连衣裙,,
gwliang,clothes,default,normal,black sports bra ,运动胸罩,,
gwliang,clothes,default,normal,bloomers,灯笼裤,,
gwliang,clothes,default,normal,blue dress,蓝连衣裙,,
gwliang,clothes,default,normal,bodysuit,紧身衣,,
gwliang,clothes,default,normal,bodysuit under clothes,紧身衣裤,,
gwliang,clothes,default,normal,bondage outfit,束缚服,,
gwliang,clothes,default,normal,bow bikini,带蝴蝶结的比基尼,,
gwliang,clothes,default,normal,brown cardigan ,棕色开襟衫（外套）,,
gwliang,clothes,default,normal,brown dress,棕色连衣裙,,
gwliang,clothes,default,normal,buruma,日本女生运动短裤,,
gwliang,clothes,default,normal,business suit,职场制服,,
gwliang,clothes,default,normal,business_suit,职场制服,,
gwliang,clothes,default,normal,cake dress,形似蛋糕的连衣裙,,
gwliang,clothes,default,normal,cape,斗篷,,
gwliang,clothes,default,normal,cardigan,羊毛衫,,
gwliang,clothes,default,normal,casual one-piece swimsuit,连体泳衣,,
gwliang,clothes,default,normal,checkered dress,方格花纹连衣裙,,
gwliang,clothes,default,normal,china dress,旗袍,,
gwliang,clothes,default,normal,chinese clothes,中国服饰(极大概率是旗袍),,
gwliang,clothes,default,normal,cleavage dress,露出胸口部分的连衣裙,,
gwliang,clothes,default,normal,clothes down,褪下衣物,,
gwliang,clothes,default,normal,coat dress,外套连衣裙,,
gwliang,clothes,default,normal,cocktail dress,燕尾短裙,,
gwliang,clothes,default,normal,collared dress,有领连衣裙,,
gwliang,clothes,default,normal,collared shirt ,有领衬衣,,
gwliang,clothes,default,normal,competition school swimsuit,竞泳死库水,,
gwliang,clothes,default,normal,competition swimsuit,竞技泳衣,,
gwliang,clothes,default,normal,corset,紧身褡,,
gwliang,clothes,default,normal,crinoline,裙撑/裙架,,
gwliang,clothes,default,normal,crop top,漏脐装,,
gwliang,clothes,default,normal,cropped jacket ,裁剪短夹克,,
gwliang,clothes,default,normal,cute & girly (idolmaster),Cute & Girly (偶像大师),,
gwliang,clothes,default,normal,denim dress,牛仔连衣裙,,
gwliang,clothes,default,normal,detached_sleeves,袖肩分离装,,
gwliang,clothes,default,normal,dirndl,酒馆服务员服装,,
gwliang,clothes,default,normal,dolphin shorts,海豚短裤,,
gwliang,clothes,default,normal,dougi,武道服,,
gwliang,clothes,default,normal,dress,连衣裙,,
gwliang,clothes,default,normal,dress flip,飘起的裙子,,
gwliang,clothes,default,normal,dress grab,抓住裙子,,
gwliang,clothes,default,normal,dungarees,工装服,,
gwliang,clothes,default,normal,evening gown,晚会礼服,,
gwliang,clothes,default,normal,eyepatch bikini,眼罩比基尼,,
gwliang,clothes,default,normal,flag dress,国旗连衣裙,,
gwliang,clothes,default,normal,formal,正装,,
gwliang,clothes,default,normal,friled bikini,褶边比基尼,,
gwliang,clothes,default,normal,frilled dress,花边连衣裙,,
gwliang,clothes,default,normal,frills,皱边的,,
gwliang,clothes,default,normal,front zipper swimsuit,拉链在正面的泳衣,,
gwliang,clothes,default,normal,front-tie bikini,从正面打结的比基尼,,
gwliang,clothes,default,normal,funeral dress,丧服,,
gwliang,clothes,default,normal,fur-trimmed dress,毛边连衣裙,,
gwliang,clothes,default,normal,garreg mach monastery uniform,火焰纹章军服,,
gwliang,clothes,default,normal,gothic,哥特风格,,
gwliang,clothes,default,normal,gothic_lolita,哥特洛丽塔风格,,
gwliang,clothes,default,normal,gown,女裙/女长服/女礼服,,
gwliang,clothes,default,normal,green dress,绿色连衣裙,,
gwliang,clothes,default,normal,grey dress,灰色连衣裙,,
gwliang,clothes,default,normal,gym uniform,运动服,,
gwliang,clothes,default,normal,gym_uniform,运动服,,
gwliang,clothes,default,normal,half-dress,半开裙,,
gwliang,clothes,default,normal,halter dress,绕颈裙/衬衣式连衣裙/露背吊带裙,,
gwliang,clothes,default,normal,hanfu,汉服,,
gwliang,clothes,default,normal,harem outfit,舞娘服,,
gwliang,clothes,default,normal,hat,帽子,,
gwliang,clothes,default,normal,high - waist shorts, 高腰腿裤,,
gwliang,clothes,default,normal,high-low skirt,高低裙,,
gwliang,clothes,default,normal,highleg bikini,高开衩的比基尼,,
gwliang,clothes,default,normal,highleg dress,高叉长裙,,
gwliang,clothes,default,normal,highleg leotard,高开衩的连身衣,,
gwliang,clothes,default,normal,hobble dress,乳胶连衣裙,,
gwliang,clothes,default,normal,hoodie ,连帽衫，卫衣,,
